"","sector","kwh_delivered","util_reported_co2e","mWh_delivered","city_name","utility_name","year","source","sector_mapped","ctu_class","ctu_name"
"197","Street Lighting - Non-Metered/Customer Owned",251381,102.060686,251.381,"City of Northfield","Xcel Energy",2015,"Electricity","commercial","CITY","Northfield"
"198","Street Lighting - Non-Metered/Xcel-Owned",528638,214.627028,528.638,"City of Northfield","Xcel Energy",2015,"Electricity","commercial","CITY","Northfield"
"199","Business",56746274,23038.987244,56746.274,"City of Oak Park Heights","Xcel Energy",2015,"Electricity","Business","CITY","Oak Park Heights"
"200","Residential",13378696.01,5431.75058006,13378.69601,"City of Oak Park Heights","Xcel Energy",2015,"Electricity","residential","CITY","Oak Park Heights"
"201","Street Lighting - Metered",17722,7.195132,17.722,"City of Oak Park Heights","Xcel Energy",2015,"Electricity","commercial","CITY","Oak Park Heights"
"202","Street Lighting - Non-Metered/Customer Owned",7886,3.201716,7.886,"City of Oak Park Heights","Xcel Energy",2015,"Electricity","commercial","CITY","Oak Park Heights"
"203","Street Lighting - Non-Metered/Xcel-Owned",135351,54.952506,135.351,"City of Oak Park Heights","Xcel Energy",2015,"Electricity","commercial","CITY","Oak Park Heights"
"204","Business",118053569,47929.749014,118053.569,"City of Oakdale","Xcel Energy",2015,"Electricity","Business","CITY","Oakdale"
"205","Residential",77600094.01,31505.63816806,77600.09401,"City of Oakdale","Xcel Energy",2015,"Electricity","residential","CITY","Oakdale"
"206","Street Lighting - Metered",281075,114.11645,281.075,"City of Oakdale","Xcel Energy",2015,"Electricity","commercial","CITY","Oakdale"
"207","Street Lighting - Non-Metered/Customer Owned",1056972,429.130632,1056.972,"City of Oakdale","Xcel Energy",2015,"Electricity","commercial","CITY","Oakdale"
"208","Street Lighting - Non-Metered/Xcel-Owned",290756,118.046936,290.756,"City of Oakdale","Xcel Energy",2015,"Electricity","commercial","CITY","Oakdale"
"209","Business",18750455,7612.68473,18750.455,"City of Orono","Xcel Energy",2015,"Electricity","Business","CITY","Orono"
"210","Residential",50138881.01,20356.38569006,50138.88101,"City of Orono","Xcel Energy",2015,"Electricity","residential","CITY","Orono"
"211","Street Lighting - Metered",39641,16.094246,39.641,"City of Orono","Xcel Energy",2015,"Electricity","commercial","CITY","Orono"
"212","Street Lighting - Non-Metered/Customer Owned",67745,27.50447,67.745,"City of Orono","Xcel Energy",2015,"Electricity","commercial","CITY","Orono"
"213","Street Lighting - Non-Metered/Xcel-Owned",81040,32.90224,81.04,"City of Orono","Xcel Energy",2015,"Electricity","commercial","CITY","Orono"
"214","Commercial",153640459.79,62378.02667474,153640.45979,"City of Plymouth","Xcel Energy",2015,"Electricity","commercial","CITY","Plymouth"
"215","Industrial",342840541.95,139193.2600317,342840.54195,"City of Plymouth","Xcel Energy",2015,"Electricity","industrial","CITY","Plymouth"
"216","Residential",211583544.11,85902.91890866,211583.54411,"City of Plymouth","Xcel Energy",2015,"Electricity","residential","CITY","Plymouth"
"217","Street Lighting - Metered",217430,88.27658,217.43,"City of Plymouth","Xcel Energy",2015,"Electricity","commercial","CITY","Plymouth"
"218","Street Lighting - Non-Metered/Customer Owned",254513,103.332278,254.513,"City of Plymouth","Xcel Energy",2015,"Electricity","commercial","CITY","Plymouth"
"219","Street Lighting - Non-Metered/Xcel-Owned",1321250,536.4275,1321.25,"City of Plymouth","Xcel Energy",2015,"Electricity","commercial","CITY","Plymouth"
"220","Business",124566900.94,50574.16178164,124566.90094,"City of Red Wing","Xcel Energy",2015,"Electricity","Business","CITY","Red Wing"
"221","Residential",54132087.02,21977.62733012,54132.08702,"City of Red Wing","Xcel Energy",2015,"Electricity","residential","CITY","Red Wing"
"222","Street Lighting - Metered",161093,65.403758,161.093,"City of Red Wing","Xcel Energy",2015,"Electricity","commercial","CITY","Red Wing"
"223","Street Lighting - Non-Metered/Customer Owned",48584,19.725104,48.584,"City of Red Wing","Xcel Energy",2015,"Electricity","commercial","CITY","Red Wing"
"224","Street Lighting - Non-Metered/Xcel-Owned",501173,203.476238,501.173,"City of Red Wing","Xcel Energy",2015,"Electricity","commercial","CITY","Red Wing"
"225","Commercial",46906617,19044.086502,46906.617,"City of Richfield","Xcel Energy",2015,"Electricity","commercial","CITY","Richfield"
"226","Industrial",88360844,35874.502664,88360.844,"City of Richfield","Xcel Energy",2015,"Electricity","industrial","CITY","Richfield"
"227","Residential",95665979.01,38840.38747806,95665.97901,"City of Richfield","Xcel Energy",2015,"Electricity","residential","CITY","Richfield"
"228","Street Lighting - Metered",773037,313.853022,773.037,"City of Richfield","Xcel Energy",2015,"Electricity","commercial","CITY","Richfield"
"229","Street Lighting - Non-Metered/Customer Owned",1334014,541.609684,1334.014,"City of Richfield","Xcel Energy",2015,"Electricity","commercial","CITY","Richfield"
"230","Street Lighting - Non-Metered/Xcel-Owned",283306,115.022236,283.306,"City of Richfield","Xcel Energy",2015,"Electricity","commercial","CITY","Richfield"
"231","Business",38588969,26086.143044,38588.969,"City of Rifle","Xcel Energy",2015,"Electricity","Business","CITY","Rifle"
"232","Residential",27273930,18437.17668,27273.93,"City of Rifle","Xcel Energy",2015,"Electricity","residential","CITY","Rifle"
"233","Street Lighting - Metered",492672,333.046272,492.672,"City of Rifle","Xcel Energy",2015,"Electricity","commercial","CITY","Rifle"
"234","Street Lighting - Non-Metered/Xcel-Owned",14175,9.5823,14.175,"City of Rifle","Xcel Energy",2015,"Electricity","commercial","CITY","Rifle"
"235","Business *",26111713.87,10601.35583122,26111.71387,"City of Robbinsdale","Xcel Energy",2015,"Electricity","Business","CITY","Robbinsdale"
"236","Residential",41935306.86,17025.73458516,41935.30686,"City of Robbinsdale","Xcel Energy",2015,"Electricity","residential","CITY","Robbinsdale"
"237","Street Lighting - Metered",145973,59.265038,145.973,"City of Robbinsdale","Xcel Energy",2015,"Electricity","commercial","CITY","Robbinsdale"
"238","Street Lighting - Non-Metered/Customer Owned",245136,99.525216,245.136,"City of Robbinsdale","Xcel Energy",2015,"Electricity","commercial","CITY","Robbinsdale"
"239","Street Lighting - Non-Metered/Xcel-Owned",226770,92.06862,226.77,"City of Robbinsdale","Xcel Energy",2015,"Electricity","commercial","CITY","Robbinsdale"
"240","Business",122019950,49540.0997,122019.95,"City of Rogers","Xcel Energy",2015,"Electricity","Business","CITY","Rogers"
"241","Residential",24047320,9763.21192,24047.32,"City of Rogers","Xcel Energy",2015,"Electricity","residential","CITY","Rogers"
"242","Street Lighting - Metered",97485,39.57891,97.485,"City of Rogers","Xcel Energy",2015,"Electricity","commercial","CITY","Rogers"
"243","Street Lighting - Non-Metered/Customer Owned",29952,12.160512,29.952,"City of Rogers","Xcel Energy",2015,"Electricity","commercial","CITY","Rogers"
"244","Street Lighting - Non-Metered/Xcel-Owned",289073,117.363638,289.073,"City of Rogers","Xcel Energy",2015,"Electricity","commercial","CITY","Rogers"
"245","Business *",108414191,44016.161546,108414.191,"City of Rosemount","Xcel Energy",2015,"Electricity","Business","CITY","Rosemount"
"246","Residential",46723340,18969.67604,46723.34,"City of Rosemount","Xcel Energy",2015,"Electricity","residential","CITY","Rosemount"
"247","Street Lighting - Metered",70957,28.808542,70.957,"City of Rosemount","Xcel Energy",2015,"Electricity","commercial","CITY","Rosemount"
"248","Street Lighting - Non-Metered/Customer Owned",86887,35.276122,86.887,"City of Rosemount","Xcel Energy",2015,"Electricity","commercial","CITY","Rosemount"
"249","Street Lighting - Non-Metered/Xcel-Owned",530856,215.527536,530.856,"City of Rosemount","Xcel Energy",2015,"Electricity","commercial","CITY","Rosemount"
"250","Business *",321101279.5,130367.119477,321101.2795,"City of Roseville","Xcel Energy",2015,"Electricity","Business","CITY","Roseville"
"251","Residential",99127566.42,40245.79196652,99127.56642,"City of Roseville","Xcel Energy",2015,"Electricity","residential","CITY","Roseville"
"252","Street Lighting - Metered",706795,286.95877,706.795,"City of Roseville","Xcel Energy",2015,"Electricity","commercial","CITY","Roseville"
"253","Street Lighting - Non-Metered/Customer Owned",230436,93.557016,230.436,"City of Roseville","Xcel Energy",2015,"Electricity","commercial","CITY","Roseville"
"254","Street Lighting - Non-Metered/Xcel-Owned",601746,244.308876,601.746,"City of Roseville","Xcel Energy",2015,"Electricity","commercial","CITY","Roseville"
"255","Business *",NA,NA,NA,"City of Royalton","Xcel Energy",2015,"Electricity","Business","CITY","Royalton"
"256","Business",38126477.01,15479.34966606,38126.47701,"City of Saint Anthony","Xcel Energy",2015,"Electricity","Business","CITY","Saint Anthony"
"257","Residential",24238801.02,9840.95321412,24238.80102,"City of Saint Anthony","Xcel Energy",2015,"Electricity","residential","CITY","Saint Anthony"
"258","Street Lighting - Metered",8361,3.394566,8.361,"City of Saint Anthony","Xcel Energy",2015,"Electricity","commercial","CITY","Saint Anthony"
"259","Street Lighting - Non-Metered/Customer Owned",58074,23.578044,58.074,"City of Saint Anthony","Xcel Energy",2015,"Electricity","commercial","CITY","Saint Anthony"
"260","Street Lighting - Non-Metered/Xcel-Owned",170622,69.272532,170.622,"City of Saint Anthony","Xcel Energy",2015,"Electricity","commercial","CITY","Saint Anthony"
"261","Business *",501277342.13,203518.60090478,501277.34213,"City of Saint Cloud","Xcel Energy",2015,"Electricity","Business","CITY","Saint Cloud"
"262","Residential",168920200.69,68581.60148014,168920.20069,"City of Saint Cloud","Xcel Energy",2015,"Electricity","residential","CITY","Saint Cloud"
"263","Street Lighting - Metered",386987,157.116722,386.987,"City of Saint Cloud","Xcel Energy",2015,"Electricity","commercial","CITY","Saint Cloud"
"264","Street Lighting - Non-Metered/Customer Owned",868974,352.803444,868.974,"City of Saint Cloud","Xcel Energy",2015,"Electricity","commercial","CITY","Saint Cloud"
"265","Street Lighting - Non-Metered/Xcel-Owned",1264494,513.384564,1264.494,"City of Saint Cloud","Xcel Energy",2015,"Electricity","commercial","CITY","Saint Cloud"
"266","Business",344571005.33,139895.82816398,344571.00533,"City of Saint Louis Park","Xcel Energy",2015,"Electricity","Business","CITY","Saint Louis Park"
"267","Residential",140165535.13,56907.20726278,140165.53513,"City of Saint Louis Park","Xcel Energy",2015,"Electricity","residential","CITY","Saint Louis Park"
"268","Street Lighting - Metered",1224765.63,497.254846,1224.76563,"City of Saint Louis Park","Xcel Energy",2015,"Electricity","commercial","CITY","Saint Louis Park"
"269","Street Lighting - Non-Metered/Customer Owned",764144,310.242464,764.144,"City of Saint Louis Park","Xcel Energy",2015,"Electricity","commercial","CITY","Saint Louis Park"
"270","Street Lighting - Non-Metered/Xcel-Owned",523870,212.69122,523.87,"City of Saint Louis Park","Xcel Energy",2015,"Electricity","commercial","CITY","Saint Louis Park"
"271","Business",2035336387.03,826346.57313418,2035336.38703,"City of Saint Paul","Xcel Energy",2015,"Electricity","Business","CITY","Saint Paul"
"272","Residential",676888301.2,274816.6502872,676888.3012,"City of Saint Paul","Xcel Energy",2015,"Electricity","residential","CITY","Saint Paul"
"273","Street Lighting - Metered",4103384,1665.973904,4103.384,"City of Saint Paul","Xcel Energy",2015,"Electricity","commercial","CITY","Saint Paul"
"274","Street Lighting - Non-Metered/Customer Owned",12900577,5237.634262,12900.577,"City of Saint Paul","Xcel Energy",2015,"Electricity","commercial","CITY","Saint Paul"
"275","Street Lighting - Non-Metered/Xcel-Owned",1077730,437.55838,1077.73,"City of Saint Paul","Xcel Energy",2015,"Electricity","commercial","CITY","Saint Paul"
"276","Business *",31233926,12680.973956,31233.926,"City of Sartell","Xcel Energy",2015,"Electricity","Business","CITY","Sartell"
"277","Residential",32003707.02,12993.50505012,32003.70702,"City of Sartell","Xcel Energy",2015,"Electricity","residential","CITY","Sartell"
"278","Street Lighting - Metered",174289,70.761334,174.289,"City of Sartell","Xcel Energy",2015,"Electricity","commercial","CITY","Sartell"
"279","Street Lighting - Non-Metered/Customer Owned",46753,18.981718,46.753,"City of Sartell","Xcel Energy",2015,"Electricity","commercial","CITY","Sartell"
"280","Street Lighting - Non-Metered/Xcel-Owned",312402,126.835212,312.402,"City of Sartell","Xcel Energy",2015,"Electricity","commercial","CITY","Sartell"
"281","Business",57248154.09,23242.75056054,57248.15409,"City of Sauk Rapids","Xcel Energy",2015,"Electricity","Business","CITY","Sauk Rapids"
"282","Residential",34256998.94,13908.34156964,34256.99894,"City of Sauk Rapids","Xcel Energy",2015,"Electricity","residential","CITY","Sauk Rapids"
"283","Street Lighting - Metered",63729,25.873974,63.729,"City of Sauk Rapids","Xcel Energy",2015,"Electricity","commercial","CITY","Sauk Rapids"
"284","Street Lighting - Non-Metered/Customer Owned",122096,49.570976,122.096,"City of Sauk Rapids","Xcel Energy",2015,"Electricity","commercial","CITY","Sauk Rapids"
"285","Street Lighting - Non-Metered/Xcel-Owned",344625,139.91775,344.625,"City of Sauk Rapids","Xcel Energy",2015,"Electricity","commercial","CITY","Sauk Rapids"
"286","Commercial",29091961,11811.336166,29091.961,"City of Shoreview","Xcel Energy",2015,"Electricity","commercial","CITY","Shoreview"
"287","Industrial",115957879,47078.898874,115957.879,"City of Shoreview","Xcel Energy",2015,"Electricity","industrial","CITY","Shoreview"
"288","Residential",85510116.04,34717.10711224,85510.11604,"City of Shoreview","Xcel Energy",2015,"Electricity","residential","CITY","Shoreview"
"289","Street Lighting - Metered",149941,60.876046,149.941,"City of Shoreview","Xcel Energy",2015,"Electricity","commercial","CITY","Shoreview"
"290","Street Lighting - Non-Metered/Customer Owned",401107,162.849442,401.107,"City of Shoreview","Xcel Energy",2015,"Electricity","commercial","CITY","Shoreview"
"291","Street Lighting - Non-Metered/Xcel-Owned",445305,180.79383,445.305,"City of Shoreview","Xcel Energy",2015,"Electricity","commercial","CITY","Shoreview"
"292","Business",9082144,3687.350464,9082.144,"City of Victoria","Xcel Energy",2015,"Electricity","Business","CITY","Victoria"
"293","Residential",17786536,7221.333616,17786.536,"City of Victoria","Xcel Energy",2015,"Electricity","residential","CITY","Victoria"
"294","Street Lighting - Non-Metered/Customer Owned",1973,0.801038,1.973,"City of Victoria","Xcel Energy",2015,"Electricity","commercial","CITY","Victoria"
"295","Street Lighting - Non-Metered/Xcel-Owned",126036,51.170616,126.036,"City of Victoria","Xcel Energy",2015,"Electricity","commercial","CITY","Victoria"
"296","Business",103143537.08,41876.27605448,103143.53708,"City of White Bear Lake","Xcel Energy",2015,"Electricity","Business","CITY","White Bear Lake"
"297","Residential",75018998.81,30457.71351686,75018.99881,"City of White Bear Lake","Xcel Energy",2015,"Electricity","residential","CITY","White Bear Lake"
"298","Street Lighting - Metered",55082,22.363292,55.082,"City of White Bear Lake","Xcel Energy",2015,"Electricity","commercial","CITY","White Bear Lake"
"299","Street Lighting - Non-Metered/Customer Owned",278711,113.156666,278.711,"City of White Bear Lake","Xcel Energy",2015,"Electricity","commercial","CITY","White Bear Lake"
"300","Street Lighting - Non-Metered/Xcel-Owned",466580,189.43148,466.58,"City of White Bear Lake","Xcel Energy",2015,"Electricity","commercial","CITY","White Bear Lake"
